Math-exam,Science-exam ',English-exam ',Math19-1 ',Science19-1 ',English19-1 ',Math19-2 ',Science19-2 ',English19-2 ',Math19-3 ',Science19-3 ',English19-3 ',Math20-1 ',Science20-1 ',English20-1 ',Math20-2 ',Science20-2 ',English20-2 ',Math20-3 ',Science20-3 ',English20-3 ',Grade
82.5,72.5,95.0,87.6,81.3,89.9,89.9,63.6,62.5,87.6,69.8,96.3,74.7,100.0,90.8,100.0,61.7,84.5,94.8,80.2,73.3,
52.5,82.5,62.5,95.5,61.7,61.7,77.7,69.8,82.7,62.3,100.0,80.0,100.0,61.7,78.0,93.1,88.3,95.2,75.6,75.6,100.0,
70.0,37.5,80.0,88.8,92.4,90.5,79.2,90.8,85.6,100.0,69.6,76.8,100.0,73.3,73.3,87.5,82.7,73.8,63.0,83.3,82.6,
68.0,95.0,83.0,62.0,69.0,50.0,89.0,58.0,82.0,50.0,64.0,80.0,72.0,65.0,63.0,99.0,71.0,89.0,73.0,90.0,90.0,
85.0,75.0,60.0,100.0,89.9,88.3,66.7,88.3,61.7,80.0,89.0,77.7,64.0,69.8,69.8,100.0,73.3,73.3,90.5,95.5,61.7,
60.0,76.0,86.0,60.0,86.0,55.0,80.0,61.0,94.0,71.0,65.0,66.0,76.0,61.0,75.0,85.0,88.0,79.0,78.0,80.0,99.0,
87.0,72.0,84.0,68.0,60.0,89.0,75.0,73.0,60.0,90.0,68.0,92.0,61.0,75.0,87.0,97.0,95.0,83.0,81.0,89.0,74.0,
85.0,53.0,75.0,91.0,70.0,79.0,82.0,65.0,95.0,84.0,65.0,71.0,72.0,79.0,71.0,94.0,87.0,91.0,80.0,96.0,99.0,
70.0,70.0,95.0,85.6,88.3,91.3,62.3,85.6,87.5,89.9,85.6,89.7,87.6,92.3,61.7,100.0,88.4,88.2,63.4,83.7,89.7,
52.5,82.5,62.5,83.2,81.4,84.5,77.5,87.5,82.7,85.6,88.3,91.3,61.7,93.1,80.0,91.3,61.7,89.9,85.0,63.6,61.0,
75.0,62.5,72.5,62.3,77.7,87.6,100.0,91.3,90.8,72.9,82.7,73.3,100.0,61.7,84.5,67.3,90.8,81.4,80.2,91.3,85.6,
85.0,94.0,94.0,93.0,70.0,86.0,65.0,58.0,76.0,58.0,89.0,67.0,67.0,61.0,60.0,77.0,77.0,85.0,85.0,86.0,97.0,
69.0,73.0,67.0,82.0,78.0,56.0,87.0,63.0,66.0,60.0,56.0,81.0,79.0,94.0,75.0,79.0,97.0,92.0,92.0,89.0,94.0,
97.5,95.0,75.0,100.0,91.3,90.8,77.2,84.5,91.3,44.4,72.9,92.3,84.5,93.1,77.7,85.6,100.0,64.7,81.4,80.5,98.6,
70.0,37.5,80.0,100.0,61.7,84.5,57.1,79.2,91.3,95.5,100.0,84.5,83.3,79.2,61.7,80.2,87.6,61.7,100.0,88.3,90.3,
74.0,64.0,58.0,80.0,58.0,56.0,90.0,73.0,95.0,93.0,65.0,64.0,63.0,86.0,93.0,80.0,93.0,99.0,88.0,83.0,97.0,
74.0,56.0,64.0,94.0,72.0,85.0,56.0,72.0,69.0,94.0,80.0,63.0,74.0,68.0,79.0,92.0,81.0,99.0,98.0,97.0,80.0,
77.0,73.0,56.0,69.0,79.0,81.0,70.0,65.0,93.0,70.0,81.0,76.0,62.0,66.0,88.0,90.0,93.0,95.0,88.0,80.0,83.0,
62.5,77.5,77.5,57.1,79.2,91.3,85.6,73.3,92.9,83.3,89.5,75.7,100.0,61.7,84.5,56.3,92.4,93.3,92.6,66.7,100.0,
37.5,82.5,72.5,40.0,59.3,67.5,83.3,83.4,90.5,91.3,68.8,100.0,72.9,78.0,73.8,91.3,92.3,91.3,73.8,100.0,73.8,
96.0,71.0,91.0,72.0,63.0,87.0,76.0,71.0,80.0,93.0,72.0,75.0,94.0,79.0,77.0,89.0,95.0,78.0,82.0,98.0,92.0,
79.0,61.0,58.0,91.0,62.0,74.0,68.0,90.0,62.0,69.0,94.0,66.0,63.0,93.0,60.0,94.0,83.0,71.0,81.0,69.0,94.0,
70.0,72.5,95.0,62.3,85.6,87.5,100.0,61.7,84.5,72.9,78.0,73.8,91.3,89.9,79.2,63.0,81.4,85.0,100.0,91.3,92.2,
80.0,70.0,82.5,91.3,83.0,93.1,93.1,60.0,63.6,91.3,88.4,95.5,79.2,100.0,78.0,100.0,89.9,88.3,89.7,100.0,87.6,
50.0,61.0,51.0,51.0,82.0,85.0,77.0,64.0,74.0,51.0,73.0,90.0,78.0,81.0,87.0,99.0,86.0,88.0,86.0,81.0,99.0,
82.5,72.5,95.0,66.7,88.3,61.7,96.3,90.3,90.3,91.3,69.8,80.0,88.3,93.3,88.3,77.5,78.5,78.5,62.5,67.2,68.4,
70.0,65.0,68.0,63.0,78.0,95.0,62.0,82.0,69.0,79.0,52.0,59.0,73.0,64.0,64.0,69.0,87.0,87.0,94.0,72.0,94.0,
87.5,72.5,72.5,100.0,61.7,78.0,91.3,68.7,89.9,88.3,89.9,78.0,44.4,85.6,89.9,88.4,100.0,83.2,61.7,100.0,88.2,
62.5,95.0,50.0,66.7,88.3,61.7,56.6,78.0,81.4,100.0,77.7,98.6,89.9,73.3,60.0,61.7,100.0,78.0,88.3,67.5,100.0,
55.0,62.5,72.5,90.8,87.9,85.6,98.6,88.2,83.2,91.3,92.0,71.0,72.9,82.7,73.3,85.6,83.2,92.3,44.4,85.7,88.1,
74.0,99.0,89.0,90.0,66.0,66.0,72.0,68.0,65.0,71.0,93.0,75.0,79.0,97.0,87.0,95.0,93.0,80.0,91.0,84.0,92.0,
70.0,37.5,80.0,96.3,61.7,88.4,100.0,91.3,89.7,100.0,91.3,69.8,100.0,87.6,87.6,75.6,85.0,88.4,98.6,88.3,88.3,
71.0,76.0,75.0,88.0,61.0,64.0,74.0,76.0,65.0,91.0,87.0,74.0,94.0,86.0,81.0,76.0,81.0,82.0,85.0,88.0,94.0,
59.0,77.0,69.0,56.0,73.0,87.0,83.0,85.0,65.0,81.0,91.0,94.0,88.0,82.0,75.0,81.0,69.0,72.0,83.0,80.0,70.0,
87.5,60.0,72.5,63.0,87.5,88.4,100.0,91.3,69.8,73.3,87.5,77.7,92.4,79.7,88.3,88.3,77.7,82.7,88.3,61.7,33.3,
80.0,70.0,82.5,100.0,89.9,88.3,72.9,78.0,73.8,100.0,61.7,84.5,85.0,88.4,77.7,44.4,85.6,89.9,79.3,85.0,90.5,
72.5,70.0,65.0,80.2,87.6,61.7,79.2,79.2,83.2,92.6,73.3,91.3,88.2,77.7,87.5,100.0,93.1,87.6,90.1,89.7,85.0,
75.0,95.0,70.0,79.3,89.9,87.6,69.6,87.5,93.4,100.0,56.6,87.3,75.0,66.7,90.3,96.3,91.3,91.3,83.3,83.4,89.7,
85.0,80.0,95.0,92.4,73.8,85.6,95.5,87.6,85.0,80.0,73.8,83.2,82.7,85.6,63.6,59.3,83.2,100.0,98.6,65.4,100.0,
72.5,70.0,65.0,88.4,93.3,87.6,87.6,81.3,89.9,90.1,89.7,84.5,100.0,87.6,87.6,68.7,77.7,69.8,75.0,66.7,90.3,
82.5,72.5,95.0,88.4,96.3,91.3,64.0,84.5,88.2,89.5,89.7,100.0,100.0,95.5,91.3,80.7,69.8,90.5,100.0,61.7,82.7,
62.0,83.0,66.0,51.0,53.0,88.0,88.0,95.0,67.0,67.0,88.0,85.0,93.0,76.0,76.0,84.0,79.0,72.0,91.0,95.0,79.0,
72.5,87.5,75.0,65.7,89.9,85.6,77.7,84.5,60.0,75.0,64.0,83.3,87.6,69.8,69.8,88.3,92.0,56.3,87.5,77.6,67.3,
66.0,83.0,86.0,60.0,55.0,51.0,58.0,86.0,93.0,71.0,72.0,92.0,79.0,60.0,85.0,80.0,90.0,85.0,81.0,75.0,93.0,
73.0,74.0,57.0,95.0,79.0,55.0,81.0,88.0,76.0,81.0,60.0,64.0,67.0,76.0,66.0,83.0,76.0,82.0,93.0,78.0,80.0,
75.0,95.0,85.0,100.0,84.5,84.5,57.1,79.2,91.3,100.0,85.6,85.6,62.3,77.7,87.6,100.0,91.3,90.8,72.9,82.7,73.3,
56.0,89.0,81.0,82.0,92.0,82.0,81.0,87.0,91.0,53.0,59.0,56.0,77.0,65.0,91.0,92.0,84.0,75.0,79.0,80.0,76.0,
63.0,70.0,75.0,93.0,67.0,60.0,94.0,57.0,88.0,82.0,64.0,66.0,89.0,67.0,93.0,86.0,92.0,92.0,70.0,80.0,74.0,
52.5,82.5,62.5,73.3,92.0,73.3,100.0,78.0,62.7,77.6,77.8,100.0,92.9,100.0,77.7,91.3,89.9,79.2,95.5,76.8,69.6,
72.5,80.0,75.0,77.7,80.0,78.0,87.6,69.8,69.8,100.0,90.5,79.2,75.0,88.3,79.2,70.4,76.8,63.6,91.3,61.7,89.9,
70.0,61.0,50.0,53.0,52.0,56.0,91.0,64.0,59.0,81.0,70.0,51.0,83.0,84.0,93.0,73.0,84.0,87.0,93.0,88.0,79.0,
66.0,83.0,51.0,64.0,61.0,54.0,92.0,94.0,55.0,75.0,57.0,91.0,83.0,80.0,72.0,88.0,75.0,95.0,88.0,75.0,81.0,
87.5,60.0,72.5,80.2,91.3,85.6,100.0,93.1,87.6,78.0,92.0,88.2,62.3,77.7,87.6,98.6,88.4,88.4,77.2,100.0,87.6,
85.0,72.5,72.5,88.3,84.5,87.6,72.9,78.0,73.8,61.7,88.3,95.3,73.3,89.4,91.3,100.0,69.8,87.5,78.0,77.3,89.0,
85.0,80.0,95.0,90.5,87.6,61.7,100.0,61.7,84.5,78.0,84.5,80.0,91.3,79.2,75.0,61.7,90.8,73.8,83.3,75.2,78.6,
77.5,62.5,80.0,88.3,90.5,92.2,85.0,91.3,88.4,94.8,77.3,80.5,90.5,93.3,91.3,100.0,84.5,84.5,89.7,75.0,100.0,
86.0,87.0,59.0,77.0,59.0,78.0,61.0,74.0,85.0,78.0,66.0,56.0,83.0,81.0,62.0,87.0,88.0,80.0,71.0,81.0,70.0,
87.5,70.0,72.5,75.0,88.3,79.2,78.0,88.3,89.9,57.1,63.0,95.2,88.3,61.7,33.3,79.2,33.3,74.2,83.2,77.8,83.3,
82.5,85.0,85.0,100.0,91.3,90.8,87.6,92.3,61.7,79.2,89.0,90.8,66.7,88.3,61.7,69.8,95.2,84.5,91.3,100.0,87.5,
83.0,68.0,64.0,62.0,61.0,93.0,72.0,83.0,68.0,62.0,58.0,81.0,80.0,94.0,61.0,82.0,70.0,92.0,84.0,81.0,98.0,
90.0,70.0,75.0,89.9,79.2,95.8,100.0,91.3,69.8,81.4,87.5,80.0,77.7,84.5,60.0,67.2,80.0,100.0,100.0,77.8,96.3,
85.0,72.5,72.5,100.0,73.3,73.3,63.0,90.3,80.0,100.0,90.5,90.5,44.4,85.6,89.9,92.2,73.8,88.2,66.7,88.3,61.7,
52.5,82.5,62.5,100.0,90.5,90.5,83.3,84.5,89.9,88.3,90.5,92.2,77.2,77.8,90.3,63.4,92.2,87.6,89.9,73.3,73.3,
77.0,98.0,83.0,85.0,65.0,68.0,79.0,85.0,72.0,83.0,90.0,77.0,96.0,90.0,83.0,81.0,95.0,86.0,84.0,88.0,84.0,
67.5,72.5,77.5,91.3,92.0,91.3,95.5,56.6,56.6,75.2,80.5,96.3,94.8,90.1,69.8,89.9,79.2,90.8,100.0,59.3,78.6,
84.0,78.0,55.0,92.0,65.0,59.0,77.0,81.0,93.0,57.0,86.0,82.0,82.0,71.0,75.0,90.0,90.0,83.0,83.0,83.0,74.0,
69.0,70.0,64.0,80.0,77.0,91.0,84.0,58.0,91.0,86.0,92.0,60.0,87.0,79.0,73.0,81.0,69.0,87.0,89.0,73.0,80.0,
70.0,56.0,92.0,54.0,95.0,60.0,81.0,74.0,61.0,72.0,92.0,74.0,86.0,72.0,87.0,91.0,83.0,99.0,96.0,94.0,91.0,
91.0,83.0,65.0,53.0,64.0,87.0,61.0,58.0,59.0,93.0,86.0,76.0,61.0,91.0,92.0,91.0,75.0,86.0,70.0,89.0,75.0,
62.0,73.0,72.0,61.0,65.0,81.0,59.0,75.0,87.0,73.0,50.0,57.0,87.0,61.0,60.0,83.0,77.0,81.0,74.0,97.0,82.0,
98.0,77.0,71.0,82.0,60.0,60.0,76.0,80.0,88.0,76.0,84.0,81.0,79.0,78.0,85.0,80.0,92.0,91.0,95.0,91.0,80.0,
77.5,70.0,65.0,75.6,85.0,88.4,88.3,70.6,69.8,91.3,92.3,91.3,90.5,93.3,91.3,91.3,83.0,93.1,92.4,79.7,88.3,
68.0,93.0,68.0,87.0,85.0,86.0,87.0,73.0,89.0,57.0,94.0,51.0,79.0,76.0,70.0,91.0,74.0,95.0,75.0,98.0,79.0,
50.0,72.5,77.5,73.3,100.0,89.9,65.7,80.0,77.7,77.5,77.3,100.0,83.3,100.0,89.9,92.6,90.5,87.6,100.0,83.3,85.0,
65.0,70.0,75.0,79.2,90.9,79.2,83.3,73.8,85.6,88.3,92.0,56.3,63.0,87.5,88.4,79.2,85.6,95.2,61.9,61.9,89.0,
55.0,62.5,72.5,98.6,88.3,88.3,68.7,77.7,69.8,89.5,84.5,84.5,67.3,90.8,81.4,80.2,87.6,61.7,63.0,90.3,80.0,
57.0,75.0,88.0,77.0,94.0,69.0,62.0,56.0,74.0,91.0,93.0,63.0,86.0,80.0,92.0,97.0,74.0,83.0,69.0,74.0,76.0,
65.0,69.0,81.0,72.0,85.0,83.0,64.0,80.0,94.0,55.0,88.0,82.0,84.0,76.0,64.0,78.0,87.0,86.0,89.0,78.0,80.0,
86.0,60.0,62.0,71.0,73.0,95.0,77.0,66.0,86.0,86.0,71.0,75.0,70.0,61.0,75.0,90.0,70.0,89.0,89.0,74.0,88.0,
85.0,75.0,60.0,85.0,95.8,85.6,100.0,93.1,73.3,92.2,68.7,61.7,57.1,79.2,91.3,85.6,73.3,92.9,83.3,89.5,75.7,
85.0,80.0,77.5,63.0,93.1,84.5,93.1,86.6,77.7,88.3,95.2,73.3,63.0,90.3,80.0,73.3,86.7,61.7,82.6,95.3,85.6,
55.0,62.5,72.5,75.0,66.7,90.3,96.3,91.3,91.3,83.3,83.4,89.7,90.1,88.8,88.2,100.0,91.3,90.8,100.0,44.4,95.5,
80.0,70.0,82.5,90.5,93.3,91.3,100.0,84.5,84.5,89.7,75.0,100.0,100.0,80.2,91.3,64.0,69.8,69.8,95.5,73.8,100.0,
65.0,70.0,75.0,73.3,84.6,81.4,83.3,84.5,89.9,82.7,89.0,88.3,75.0,88.3,79.2,91.3,89.9,77.3,74.7,74.7,88.4,
82.5,85.0,70.0,80.2,87.6,61.7,91.3,92.3,91.3,90.3,100.0,88.3,75.6,85.0,88.4,92.4,79.7,88.3,78.0,87.3,93.1,
65.0,70.0,75.0,90.3,84.5,80.0,79.2,87.6,85.6,100.0,65.4,68.4,79.3,75.7,91.3,89.1,69.8,87.5,96.3,90.9,77.7,
70.0,37.5,80.0,80.0,83.4,87.6,87.3,85.0,73.8,100.0,91.3,82.7,80.7,69.8,90.5,90.5,73.8,82.7,65.7,100.0,87.9,
67.5,72.5,77.5,95.5,79.2,80.0,44.4,87.6,90.3,100.0,100.0,88.2,78.0,92.9,89.9,79.2,91.3,83.3,89.1,82.7,87.6,
52.5,82.5,62.5,80.2,87.6,61.7,78.0,87.3,93.1,85.0,95.8,85.6,100.0,61.7,84.5,57.1,79.2,91.3,78.0,92.0,82.7,
94.0,81.0,67.0,75.0,84.0,73.0,56.0,90.0,62.0,62.0,76.0,84.0,64.0,87.0,80.0,97.0,91.0,77.0,97.0,98.0,83.0,
91.0,70.0,58.0,51.0,82.0,56.0,60.0,57.0,58.0,94.0,56.0,78.0,78.0,82.0,69.0,85.0,81.0,95.0,77.0,87.0,97.0,
85.0,80.0,95.0,88.8,87.6,79.2,98.6,92.2,93.4,89.7,88.3,93.1,96.3,78.0,89.9,100.0,44.4,95.5,100.0,90.8,61.7,
90.0,71.0,52.0,87.0,59.0,67.0,66.0,77.0,69.0,78.0,79.0,72.0,77.0,67.0,70.0,76.0,87.0,79.0,70.0,74.0,90.0,
90.0,100.0,80.0,63.0,84.0,68.0,71.0,73.0,88.0,79.0,71.0,75.0,98.0,76.0,97.0,80.0,88.0,94.0,84.0,100.0,91.0,
82.5,62.5,72.5,100.0,79.2,79.2,80.2,87.6,61.7,100.0,93.1,93.1,63.0,81.4,85.0,66.7,88.3,61.7,65.7,80.0,77.7,
63.0,85.0,85.0,91.0,94.0,84.0,72.0,60.0,70.0,87.0,79.0,58.0,60.0,64.0,62.0,74.0,90.0,82.0,73.0,95.0,79.0,
50.0,80.0,70.0,91.3,89.9,91.3,57.1,79.2,91.3,89.5,81.4,87.5,93.1,78.0,87.5,68.7,77.7,69.8,77.5,59.3,88.4,
72.5,70.0,65.0,100.0,89.9,84.5,89.9,79.2,85.6,62.3,92.4,63.6,64.0,83.2,82.7,91.3,79.2,75.0,100.0,100.0,88.0,
80.0,70.0,82.5,100.0,93.1,93.1,83.3,85.6,85.6,100.0,89.9,87.6,100.0,61.7,78.0,0.0,79.2,83.2,79.2,100.0,78.0,
75.0,62.5,72.5,91.3,89.9,91.3,65.7,89.9,85.6,88.4,91.3,83.3,90.3,100.0,88.3,89.5,87.5,84.5,87.6,92.0,64.7,
89.0,78.0,85.0,90.0,80.0,78.0,82.0,83.0,77.0,87.0,78.0,95.0,94.0,98.0,95.0,94.0,80.0,76.0,91.0,86.0,85.0,
87.5,60.0,72.5,63.0,93.1,84.5,90.3,84.5,80.0,68.8,68.8,100.0,100.0,91.3,90.8,77.2,84.5,91.3,44.4,72.9,92.3,
75.0,95.0,82.5,100.0,91.3,90.8,91.3,100.0,87.5,88.3,70.6,69.8,65.7,89.9,85.6,63.0,90.3,80.0,91.3,83.0,93.1,
90.0,94.0,79.0,63.0,80.0,88.0,57.0,57.0,70.0,55.0,52.0,54.0,68.0,79.0,70.0,69.0,87.0,95.0,98.0,80.0,78.0,
67.0,65.0,54.0,80.0,60.0,90.0,75.0,58.0,95.0,76.0,62.0,72.0,82.0,93.0,80.0,99.0,79.0,76.0,79.0,73.0,73.0,
88.0,53.0,82.0,76.0,71.0,66.0,59.0,79.0,74.0,62.0,81.0,93.0,95.0,75.0,82.0,78.0,77.0,89.0,71.0,84.0,98.0,
50.0,80.0,70.0,64.0,84.5,88.2,87.6,93.1,86.6,100.0,100.0,100.0,80.7,69.8,90.5,90.5,73.8,82.7,65.7,100.0,87.9,
77.5,62.5,80.0,100.0,87.6,87.6,68.7,77.7,69.8,75.0,66.7,90.3,72.9,78.0,73.8,64.0,83.2,82.7,92.6,94.8,73.8,
95.0,72.5,95.0,61.7,88.5,93.1,96.3,73.3,77.7,74.2,93.3,77.3,100.0,87.6,87.6,88.2,77.7,87.5,67.3,91.3,90.1,
95.0,95.0,97.5,100.0,93.1,93.1,83.2,100.0,83.2,87.6,82.6,87.6,100.0,61.7,78.0,91.3,68.7,89.9,88.3,89.9,78.0,
63.0,85.0,81.0,92.0,57.0,95.0,61.0,91.0,57.0,75.0,68.0,82.0,66.0,82.0,73.0,98.0,94.0,97.0,75.0,92.0,90.0,
66.0,65.0,95.0,58.0,50.0,62.0,84.0,90.0,74.0,54.0,64.0,71.0,88.0,61.0,80.0,75.0,85.0,78.0,70.0,83.0,73.0,
70.0,93.0,81.0,60.0,62.0,92.0,87.0,69.0,55.0,78.0,69.0,70.0,67.0,76.0,60.0,89.0,83.0,89.0,75.0,81.0,93.0,
65.0,70.0,75.0,91.3,100.0,87.5,80.7,69.8,90.5,83.3,79.2,61.7,63.0,90.3,80.0,83.3,62.5,88.8,84.5,89.9,84.5,
87.5,60.0,72.5,100.0,75.0,85.6,100.0,93.1,93.1,100.0,92.9,87.3,79.3,89.1,85.0,63.0,93.1,84.5,95.5,82.6,100.0,
82.5,72.5,95.0,65.4,63.6,87.3,89.7,75.0,100.0,88.4,52.4,67.3,100.0,93.1,87.6,79.2,90.9,79.2,90.5,88.3,87.6,
65.0,70.0,75.0,62.3,85.6,87.5,65.7,80.0,77.7,82.6,89.7,87.5,44.4,87.6,90.3,80.7,69.8,90.5,93.4,94.8,73.3,
67.5,72.5,77.5,100.0,91.3,78.0,91.3,89.9,91.3,67.3,68.7,56.6,62.3,85.6,87.5,73.3,89.9,100.0,100.0,100.0,100.0,
87.5,77.5,62.5,100.0,61.7,84.5,56.3,92.4,93.3,92.6,66.7,100.0,73.3,85.0,100.0,90.5,100.0,91.3,61.7,56.6,100.0,
87.0,70.0,75.0,53.0,94.0,55.0,71.0,95.0,69.0,51.0,58.0,64.0,82.0,73.0,81.0,83.0,91.0,88.0,86.0,98.0,89.0,
71.0,85.0,91.0,79.0,52.0,93.0,81.0,84.0,86.0,74.0,79.0,59.0,74.0,93.0,75.0,91.0,98.0,94.0,76.0,88.0,70.0,
85.0,80.0,95.0,61.7,90.3,70.6,89.9,78.0,87.5,89.5,76.8,85.0,85.0,95.8,85.6,100.0,93.1,73.3,92.2,68.7,61.7,
55.0,62.5,72.5,65.7,80.0,77.7,98.6,90.5,82.7,69.8,80.0,83.3,89.9,94.6,88.3,88.3,83.3,66.7,89.9,73.3,60.0,
100.0,86.0,95.0,60.0,64.0,84.0,88.0,89.0,67.0,89.0,73.0,93.0,77.0,100.0,79.0,76.0,81.0,93.0,80.0,89.0,91.0,
57.0,60.0,52.0,92.0,84.0,94.0,95.0,63.0,65.0,89.0,95.0,53.0,62.0,66.0,80.0,78.0,81.0,99.0,89.0,96.0,83.0,
88.0,86.0,86.0,73.0,77.0,83.0,73.0,66.0,69.0,71.0,98.0,85.0,91.0,81.0,79.0,78.0,82.0,81.0,89.0,86.0,92.0,
75.0,95.0,70.0,69.8,90.5,87.6,80.2,87.6,61.7,90.3,78.0,84.5,73.3,89.9,100.0,87.6,79.2,80.0,100.0,77.6,69.6,
80.0,70.0,82.5,100.0,61.0,61.0,100.0,84.6,100.0,95.5,56.6,56.6,98.6,85.0,73.8,77.5,77.3,100.0,100.0,77.7,81.4,
97.5,75.0,75.0,92.6,73.3,91.3,78.5,67.5,85.0,83.3,91.3,82.7,67.3,88.2,90.5,84.5,88.0,71.0,68.8,100.0,88.3,
79.0,50.0,61.0,62.0,92.0,94.0,58.0,85.0,58.0,79.0,57.0,79.0,61.0,71.0,77.0,94.0,97.0,72.0,76.0,72.0,75.0,
74.0,59.0,52.0,65.0,51.0,64.0,83.0,73.0,83.0,82.0,80.0,88.0,75.0,94.0,67.0,96.0,93.0,82.0,81.0,81.0,83.0,
95.0,65.0,72.5,63.0,81.4,85.0,90.3,100.0,88.3,85.0,33.3,85.0,68.8,88.4,73.3,84.5,87.5,90.5,89.9,83.3,89.9,
80.0,70.0,82.5,92.6,90.5,87.6,100.0,91.3,82.7,88.4,85.6,85.6,88.8,87.6,79.2,98.6,92.2,93.4,89.7,88.3,93.1,
65.0,70.0,75.0,72.9,78.0,73.8,93.4,77.7,81.4,77.2,84.5,91.3,73.3,86.7,61.7,61.7,62.5,40.0,73.3,85.0,100.0,
75.0,68.0,73.0,89.0,54.0,60.0,86.0,87.0,59.0,86.0,70.0,65.0,74.0,74.0,80.0,97.0,71.0,86.0,97.0,73.0,74.0,
70.0,76.0,71.0,53.0,90.0,93.0,95.0,73.0,73.0,55.0,64.0,95.0,93.0,68.0,91.0,88.0,83.0,89.0,81.0,82.0,77.0,
55.0,62.5,72.5,69.8,68.8,73.3,100.0,78.0,78.0,92.4,100.0,95.5,100.0,61.7,88.3,62.3,77.7,87.6,100.0,81.3,100.0,
72.5,70.0,65.0,88.4,81.4,33.3,40.0,87.5,63.6,96.3,69.6,56.6,78.0,92.0,88.2,100.0,91.3,91.3,95.5,95.2,96.3,
89.0,95.0,59.0,51.0,82.0,58.0,61.0,88.0,67.0,90.0,76.0,50.0,95.0,79.0,86.0,91.0,80.0,92.0,83.0,93.0,94.0,
62.5,85.0,82.5,65.7,89.9,85.6,80.7,69.8,90.5,100.0,61.7,78.0,79.2,85.6,88.3,67.3,90.8,81.4,91.3,79.2,94.6,
86.0,88.0,86.0,54.0,95.0,84.0,62.0,92.0,73.0,82.0,62.0,56.0,70.0,65.0,79.0,85.0,91.0,92.0,73.0,72.0,69.0,
70.0,76.0,63.0,89.0,51.0,74.0,68.0,78.0,56.0,61.0,57.0,86.0,85.0,70.0,89.0,86.0,96.0,82.0,81.0,72.0,92.0,
71.0,85.0,100.0,68.0,90.0,75.0,70.0,70.0,71.0,74.0,71.0,77.0,89.0,96.0,82.0,83.0,91.0,79.0,82.0,93.0,97.0,
85.0,80.0,95.0,98.6,85.0,73.8,77.5,77.3,100.0,100.0,77.7,81.4,95.5,89.9,90.5,100.0,61.7,82.7,96.3,61.7,88.4,
80.0,70.0,82.5,44.4,87.6,90.3,80.7,69.8,90.5,93.4,94.8,73.3,69.8,95.2,84.5,61.7,90.5,90.5,95.5,87.6,85.6,
65.0,70.0,75.0,100.0,91.3,90.8,63.0,93.1,84.5,73.3,86.7,61.7,100.0,93.1,93.1,83.3,85.6,85.6,100.0,89.9,87.6,
82.5,72.5,95.0,98.6,87.6,90.8,87.6,61.7,87.6,63.0,92.3,68.8,72.9,78.0,73.8,90.5,61.7,100.0,80.2,80.2,33.3,
82.5,85.0,70.0,100.0,90.5,90.5,79.2,79.2,83.2,98.6,88.4,88.4,66.7,88.3,61.7,89.5,81.4,87.5,57.1,79.2,91.3,
85.0,75.0,60.0,89.7,88.3,93.1,89.5,75.7,88.8,94.8,84.5,89.9,100.0,90.8,61.7,100.0,75.0,96.3,100.0,90.3,91.3,
88.0,95.0,58.0,91.0,91.0,95.0,92.0,88.0,83.0,77.0,64.0,80.0,66.0,93.0,69.0,74.0,86.0,71.0,72.0,69.0,85.0,
68.0,92.0,92.0,57.0,69.0,81.0,73.0,62.0,63.0,64.0,91.0,53.0,70.0,72.0,63.0,78.0,86.0,85.0,95.0,69.0,75.0,
92.0,68.0,81.0,63.0,79.0,71.0,55.0,80.0,65.0,82.0,80.0,60.0,69.0,94.0,78.0,97.0,84.0,74.0,83.0,74.0,71.0,
95.0,95.0,95.0,69.8,95.2,84.5,61.7,90.5,90.5,95.5,87.6,85.6,100.0,91.3,90.8,40.0,59.3,67.5,89.9,93.1,79.2,
84.0,73.0,83.0,52.0,62.0,73.0,71.0,63.0,82.0,59.0,68.0,93.0,66.0,83.0,95.0,85.0,99.0,75.0,73.0,84.0,85.0,
87.5,60.0,72.5,100.0,88.3,88.3,100.0,90.3,91.3,93.1,88.3,95.2,87.6,75.0,73.8,62.7,95.2,84.5,87.3,68.8,85.6,
63.0,81.0,80.0,93.0,88.0,56.0,79.0,57.0,84.0,79.0,63.0,73.0,77.0,72.0,83.0,70.0,91.0,90.0,82.0,98.0,76.0,
74.0,67.0,64.0,85.0,58.0,71.0,63.0,72.0,59.0,67.0,87.0,61.0,89.0,63.0,76.0,93.0,80.0,86.0,88.0,78.0,98.0,
77.0,86.0,67.0,61.0,89.0,55.0,92.0,87.0,59.0,80.0,51.0,88.0,78.0,81.0,71.0,87.0,85.0,85.0,71.0,78.0,69.0,
65.0,56.0,69.0,74.0,82.0,89.0,71.0,64.0,58.0,90.0,72.0,57.0,90.0,78.0,62.0,73.0,87.0,96.0,81.0,82.0,88.0,
87.0,95.0,93.0,65.0,91.0,57.0,89.0,78.0,85.0,62.0,76.0,65.0,85.0,76.0,87.0,69.0,96.0,74.0,81.0,69.0,90.0,
90.0,70.0,75.0,98.6,87.6,90.8,57.1,79.2,91.3,96.3,93.1,83.2,90.1,89.7,84.5,87.6,69.8,96.3,94.8,80.0,85.0,
93.0,94.0,60.0,66.0,92.0,72.0,94.0,78.0,94.0,73.0,93.0,87.0,78.0,69.0,60.0,78.0,78.0,87.0,96.0,76.0,72.0,
